Date-Hour(NMT),WindSpeed,Sunshine,AirPressure,Radiation,AirTemperature,RelativeAirHumidity,SystemProduction
20.11.2017-14:00,1.6,60,1010.3,110.7,-0.9,75,197.1667
20.11.2017-15:00,1.2,38,1010.5,42.0,-0.9,77,52.3333
20.11.2017-16:00,0.4,0,1010.3,-0.7,-1.5,81,0.0
20.11.2017-17:00,0.8,0,1010.3,-6.2,-1.3,78,0.0
20.11.2017-18:00,1.2,0,1010.4,-5.7,-1.4,77,0.0
20.11.2017-19:00,0.5,0,1010.5,-5.7,-1.4,77,0.0
20.11.2017-20:00,1.7,0,1010.6,-6.1,-1.5,77,0.0
20.11.2017-21:00,0.8,0,1010.6,-6.0,-1.5,77,0.0
20.11.2017-22:00,1.0,0,1010.6,-6.2,-1.4,79,0.0
20.11.2017-23:00,0.5,0,1010.8,-6.3,-1.7,79,0.0
21.11.2017-00:00,0.7,0,1010.9,-6.8,-1.8,81,0.0
21.11.2017-01:00,0.5,0,1011.1,-7.0,-2.1,83,0.0
21.11.2017-02:00,1.5,0,1011.1,-6.0,-2.1,80,0.0
21.11.2017-03:00,0.6,0,1011.2,-6.2,-2.3,81,0.0
21.11.2017-04:00,2.1,0,1011.2,-6.1,-2.7,87,0.0
21.11.2017-05:00,1.6,0,1011.5,-6.0,-2.6,87,0.0
21.11.2017-06:00,1.6,0,1011.6,-5.6,-2.6,83,0.0
21.11.2017-07:00,2.7,0,1011.7,-5.2,-2.8,83,0.0
21.11.2017-08:00,2.8,0,1012.3,-5.5,-2.9,81,0.0
21.11.2017-09:00,1.8,0,1012.8,-2.2,-2.7,80,0.0
21.11.2017-10:00,2.2,0,1013.0,15.0,-2.7,78,0.0
21.11.2017-11:00,2.9,5,1013.2,56.1,-2.7,76,129.9167
21.11.2017-12:00,1.7,35,1013.1,110.0,-2.7,76,253.8333
21.11.2017-13:00,1.9,60,1013.0,146.4,-2.1,72,0.0
21.11.2017-14:00,2.0,60,1012.9,113.5,-2.4,69,0.0
21.11.2017-15:00,2.4,36,1012.9,43.2,-3.0,73,0.0
21.11.2017-16:00,2.8,0,1013.4,-1.5,-4.2,78,0.0
21.11.2017-17:00,3.5,0,1013.3,-6.8,-5.0,80,0.0
21.11.2017-18:00,1.3,0,1013.3,-6.4,-5.8,83,0.0
21.11.2017-19:00,1.9,0,1013.2,-6.7,-5.7,78,0.0
21.11.2017-20:00,1.8,0,1013.1,-6.9,-6.2,83,0.0
21.11.2017-21:00,1.6,0,1013.1,-6.4,-6.8,86,0.0
21.11.2017-22:00,2.3,0,1013.0,-6.9,-6.8,80,0.0
21.11.2017-23:00,2.4,0,1012.3,-6.2,-6.5,75,0.0
22.11.2017-00:00,1.4,0,1011.8,-5.3,-6.1,73,0.0
22.11.2017-01:00,1.7,0,1011.5,-5.5,-5.9,75,0.0
22.11.2017-02:00,4.3,0,1010.5,-5.4,-6.3,70,0.0
22.11.2017-03:00,4.4,0,1010.1,-5.1,-6.9,73,0.0
22.11.2017-04:00,6.2,0,1009.2,-4.6,-7.2,75,0.0
22.11.2017-05:00,4.4,0,1008.7,-4.6,-7.0,75,0.0
22.11.2017-06:00,4.4,0,1007.8,-4.6,-7.0,83,0.0
22.11.2017-07:00,5.5,0,1006.6,-4.5,-6.8,84,0.0
22.11.2017-08:00,6.7,0,1005.4,-4.6,-6.9,83,0.0
22.11.2017-09:00,7.3,0,1004.8,-3.3,-6.5,79,0.0
22.11.2017-10:00,6.1,0,1003.5,1.2,-6.0,82,0.0
22.11.2017-11:00,7.7,0,1002.4,9.1,-5.4,84,0.0
22.11.2017-12:00,5.2,0,1001.7,19.0,-4.8,86,0.0
22.11.2017-13:00,6.0,0,1000.6,19.4,-4.2,82,0.0
22.11.2017-14:00,5.9,0,999.6,18.2,-3.6,84,0.0
22.11.2017-15:00,6.9,0,998.3,6.2,-3.2,87,0.0
22.11.2017-16:00,7.1,0,997.0,-3.0,-2.5,86,0.0
22.11.2017-17:00,5.5,0,996.4,-4.7,-1.8,86,0.0
22.11.2017-18:00,5.5,0,995.2,-4.6,-1.3,85,0.0
22.11.2017-19:00,6.1,0,994.3,-4.5,-1.1,88,0.0
22.11.2017-20:00,4.9,0,992.9,-4.7,-0.4,89,0.0
22.11.2017-21:00,4.7,0,991.3,-3.8,0.4,91,0.0
22.11.2017-22:00,3.7,0,990.3,-3.6,1.2,92,0.0
22.11.2017-23:00,3.8,0,988.7,-3.8,1.8,92,0.0
23.11.2017-00:00,3.6,0,987.7,-3.9,2.0,93,0.0
23.11.2017-01:00,2.0,0,987.2,-3.8,2.2,94,0.0
23.11.2017-02:00,1.0,0,986.5,-4.5,1.6,97,0.0
23.11.2017-03:00,1.0,0,985.9,-4.3,1.4,97,0.0
23.11.2017-04:00,1.0,0,985.3,-4.4,2.3,98,0.0
23.11.2017-05:00,1.6,0,984.8,-4.8,3.2,98,0.0
23.11.2017-06:00,0.6,0,984.3,-4.6,3.9,98,0.0
23.11.2017-07:00,6.0,0,983.9,-4.6,6.8,98,0.0
23.11.2017-08:00,5.8,0,983.7,-4.5,7.3,95,0.0
23.11.2017-09:00,6.7,0,983.2,-4.1,7.4,94,0.0
23.11.2017-10:00,6.8,0,983.3,-1.7,7.7,95,0.0
23.11.2017-11:00,7.0,0,982.9,0.7,8.1,94,0.0
23.11.2017-12:00,7.5,0,982.9,3.6,8.4,93,0.0
23.11.2017-13:00,7.4,0,983.0,2.2,8.5,91,0.0
23.11.2017-14:00,7.1,0,982.5,0.2,8.5,94,0.0
23.11.2017-15:00,6.4,0,982.0,-0.5,8.5,94,0.0
23.11.2017-16:00,7.1,0,980.9,-4.1,8.6,94,0.0
23.11.2017-17:00,8.8,0,980.6,-3.8,8.7,94,0.0
23.11.2017-18:00,6.4,0,980.6,-3.9,9.1,91,0.0
23.11.2017-19:00,8.7,0,982.9,-4.9,7.6,74,0.0
23.11.2017-20:00,6.2,0,984.8,-6.5,5.7,76,0.0
23.11.2017-21:00,6.3,0,985.9,-6.2,5.2,74,0.0
23.11.2017-22:00,5.8,0,987.1,-5.9,4.9,75,0.0
23.11.2017-23:00,3.5,0,988.1,-6.6,4.4,78,0.0
24.11.2017-00:00,3.3,0,988.8,-6.3,4.3,77,0.0
24.11.2017-01:00,2.0,0,989.8,-6.4,4.1,80,0.0
24.11.2017-02:00,1.5,0,990.3,-6.7,3.2,84,0.0
24.11.2017-03:00,1.5,0,991.0,-7.0,2.0,89,0.0
24.11.2017-04:00,0.6,0,992.0,-7.0,1.1,94,0.0
24.11.2017-05:00,3.2,0,992.9,-6.8,2.0,90,0.0
24.11.2017-06:00,3.5,0,993.8,-6.0,2.7,85,0.0
24.11.2017-07:00,2.9,0,994.5,-6.0,2.3,85,0.0
24.11.2017-08:00,1.7,0,995.1,-6.4,1.9,87,0.0
24.11.2017-09:00,3.5,1,996.0,-1.7,2.4,84,0.0
24.11.2017-10:00,3.8,56,996.8,41.9,2.6,84,0.0
24.11.2017-11:00,2.8,60,996.8,116.7,3.9,76,0.0
24.11.2017-12:00,4.7,21,997.7,64.2,3.1,76,0.0
24.11.2017-13:00,4.3,56,997.7,118.0,4.2,71,431.0
24.11.2017-14:00,4.7,58,997.9,96.5,3.7,69,364.9999
24.11.2017-15:00,5.2,54,998.4,38.5,3.3,73,287.3333
24.11.2017-16:00,4.3,4,998.8,0.2,3.1,73,40.6667
24.11.2017-17:00,4.8,0,999.3,-5.8,3.1,73,0.0
24.11.2017-18:00,3.0,0,999.6,-6.0,2.8,76,0.0
24.11.2017-19:00,3.5,0,1000.0,-6.4,2.9,76,0.0
24.11.2017-20:00,3.3,0,1000.6,-6.3,2.0,80,0.0
24.11.2017-21:00,3.3,0,1000.9,-6.7,1.4,84,0.0
24.11.2017-22:00,2.5,0,1001.6,-6.4,1.5,78,0.0
24.11.2017-23:00,2.6,0,1001.4,-6.1,1.3,78,0.0
25.11.2017-00:00,3.0,0,1001.7,-6.6,1.0,80,0.0
25.11.2017-01:00,2.4,0,1002.0,-6.8,0.3,82,0.0
25.11.2017-02:00,2.8,0,1002.0,-6.6,0.3,81,0.0
25.11.2017-03:00,2.5,0,1002.0,-6.6,0.6,83,0.0
25.11.2017-04:00,0.4,0,1001.2,-6.8,-0.7,89,0.0
25.11.2017-05:00,0.5,0,1000.8,-6.0,0.1,90,0.0
25.11.2017-06:00,1.7,0,1000.2,-5.7,1.1,90,0.0
25.11.2017-07:00,1.8,0,1000.2,-5.1,1.8,87,0.0
25.11.2017-08:00,2.6,0,1000.2,-5.4,1.4,86,0.0
25.11.2017-09:00,2.2,0,1000.3,-3.3,1.2,86,0.0
25.11.2017-10:00,2.4,36,1000.3,26.9,0.9,88,0.0
25.11.2017-11:00,2.5,49,1000.7,90.8,2.0,85,93.5
25.11.2017-12:00,2.6,15,1000.4,80.4,1.8,83,1559.3334
25.11.2017-13:00,1.7,41,1000.1,126.0,2.1,79,743.6666
25.11.2017-14:00,1.6,60,1000.3,100.7,1.9,81,865.3333
25.11.2017-15:00,0.8,54,1000.2,42.3,1.4,85,410.6666
25.11.2017-16:00,1.7,16,1000.4,0.5,0.7,89,29.0
25.11.2017-17:00,1.2,0,1000.8,-6.1,1.0,90,0.0
25.11.2017-18:00,1.7,0,1001.0,-6.7,0.3,92,0.0
25.11.2017-19:00,0.9,0,1000.9,-6.7,0.5,92,0.0
25.11.2017-20:00,0.6,0,1001.1,-7.0,0.2,93,0.0
25.11.2017-21:00,1.4,0,1001.0,-6.2,0.5,94,0.0
25.11.2017-22:00,1.4,0,1000.9,-5.8,0.7,93,0.0
25.11.2017-23:00,1.4,0,1000.7,-5.5,0.7,94,0.0
26.11.2017-00:00,0.6,0,1000.8,-5.6,0.5,94,0.0
26.11.2017-01:00,0.7,0,1000.6,-6.8,0.0,95,0.0
26.11.2017-02:00,0.8,0,1000.3,-6.1,0.6,96,0.0
26.11.2017-03:00,0.6,0,999.9,-6.0,0.7,96,0.0
26.11.2017-04:00,0.5,0,999.4,-6.1,0.8,95,0.0
26.11.2017-05:00,0.6,0,998.8,-6.8,1.1,95,0.0
26.11.2017-06:00,1.8,0,998.3,-6.7,1.8,95,0.0
26.11.2017-07:00,2.8,0,998.3,-5.1,1.7,95,0.0
26.11.2017-08:00,1.1,0,998.3,-5.1,1.5,97,0.0
26.11.2017-09:00,1.2,0,998.1,-4.7,1.7,97,0.0
26.11.2017-10:00,1.6,0,997.9,-2.0,2.1,97,0.0
26.11.2017-11:00,0.7,0,997.8,21.4,2.6,97,0.0
26.11.2017-12:00,1.3,0,997.4,18.4,2.8,95,595.6666
26.11.2017-13:00,2.5,0,996.8,26.5,3.5,95,593.6667
26.11.2017-14:00,0.9,0,996.5,15.2,3.6,94,603.3333
26.11.2017-15:00,2.4,0,996.5,4.9,3.5,94,181.6667
26.11.2017-16:00,1.5,0,996.5,-5.1,3.2,94,7.6667
26.11.2017-17:00,2.5,0,996.6,-6.8,2.8,94,0.0
26.11.2017-18:00,3.1,0,997.0,-6.3,2.4,93,0.0
26.11.2017-19:00,3.0,0,997.3,-6.4,2.0,93,0.0
26.11.2017-20:00,2.2,0,998.1,-6.1,2.1,90,0.0
26.11.2017-21:00,0.5,0,998.6,-6.0,2.1,92,0.0
26.11.2017-22:00,1.1,0,999.2,-6.5,2.2,91,0.0
26.11.2017-23:00,3.0,0,999.7,-6.1,2.1,85,0.0
27.11.2017-00:00,2.2,0,1000.2,-6.1,1.8,85,0.0
27.11.2017-01:00,1.9,0,1000.6,-6.3,1.6,85,0.0
27.11.2017-02:00,0.9,0,1001.2,-5.9,1.1,88,0.0
27.11.2017-03:00,3.0,0,1001.5,-5.0,1.7,82,0.0
27.11.2017-04:00,2.8,0,1001.8,-5.4,1.0,82,0.0
27.11.2017-05:00,1.8,0,1002.6,-5.6,0.4,87,0.0
27.11.2017-06:00,1.1,0,1002.4,-6.4,0.2,88,0.0
27.11.2017-07:00,1.3,0,1002.5,-5.7,0.1,88,0.0
27.11.2017-08:00,2.3,0,1002.8,-5.5,0.6,86,0.0
27.11.2017-09:00,1.8,0,1003.1,-2.8,0.6,85,0.0
27.11.2017-10:00,1.3,0,1003.0,17.7,0.7,83,0.0
27.11.2017-11:00,1.1,0,1003.2,26.4,1.0,84,311.0001
27.11.2017-12:00,1.5,0,1003.0,24.8,0.5,89,352.6667
27.11.2017-13:00,2.1,0,1002.7,42.6,0.5,87,614.6667
27.11.2017-14:00,2.1,0,1002.4,23.1,0.6,84,506.6667
27.11.2017-15:00,2.9,0,1001.8,3.1,0.0,90,61.0
27.11.2017-16:00,3.5,0,1001.7,-4.4,-0.2,89,0.0
27.11.2017-17:00,3.0,0,1001.5,-5.4,-0.3,88,0.0
27.11.2017-18:00,4.5,0,1000.9,-5.4,-0.4,88,0.0
27.11.2017-19:00,6.2,0,1000.5,-5.2,-0.5,89,0.0
27.11.2017-20:00,5.9,0,1000.3,-5.0,-0.3,87,0.0
27.11.2017-21:00,6.8,0,1000.1,-5.2,-0.3,86,0.0
27.11.2017-22:00,7.9,0,999.8,-5.0,-0.3,85,0.0
27.11.2017-23:00,7.5,0,999.4,-4.9,-0.5,86,0.0
28.11.2017-00:00,7.9,0,999.1,-4.9,-0.6,86,0.0
28.11.2017-01:00,7.8,0,998.8,-4.6,-0.5,84,0.0
28.11.2017-02:00,8.9,0,998.6,-4.6,-0.6,84,0.0
28.11.2017-03:00,8.9,0,998.5,-4.7,-0.7,82,0.0
28.11.2017-04:00,9.5,0,998.6,-4.5,-0.8,83,0.0
28.11.2017-05:00,9.1,0,998.4,-4.5,-0.8,83,0.0
28.11.2017-06:00,10.0,0,998.5,-4.3,-1.1,87,0.0
28.11.2017-07:00,8.6,0,998.8,-4.2,-1.0,84,0.0
28.11.2017-08:00,8.6,0,999.2,-4.2,-1.0,85,0.0
28.11.2017-09:00,9.2,0,999.7,-2.6,-0.8,83,0.0
28.11.2017-10:00,9.1,0,999.9,19.8,-0.5,80,0.0
28.11.2017-11:00,8.4,0,1000.2,25.1,-0.3,81,0.0
28.11.2017-12:00,7.5,0,1000.2,33.4,-0.5,85,0.0
28.11.2017-13:00,9.2,0,1000.3,27.6,-0.2,82,0.0
28.11.2017-14:00,8.9,0,1000.3,28.4,-0.2,83,0.0
28.11.2017-15:00,8.3,0,1000.5,19.8,-0.3,83,0.0
28.11.2017-16:00,8.2,0,1000.7,0.7,-0.1,78,0.0
28.11.2017-17:00,6.0,0,1001.0,-4.7,-0.6,83,0.0
28.11.2017-18:00,8.3,0,1001.0,-5.0,-0.5,81,0.0
28.11.2017-19:00,7.7,0,1001.1,-4.7,-0.5,82,0.0
28.11.2017-20:00,8.2,0,1001.0,-4.7,-0.3,82,0.0
28.11.2017-21:00,5.8,0,1001.0,-4.9,0.0,85,0.0
28.11.2017-22:00,5.7,0,1001.2,-5.3,0.1,84,0.0
28.11.2017-23:00,5.6,0,1001.4,-5.2,0.1,83,0.0
29.11.2017-00:00,4.7,0,1001.4,-5.6,0.1,83,0.0
29.11.2017-01:00,6.2,0,1001.5,-5.4,0.1,80,0.0
29.11.2017-02:00,7.5,0,1001.8,-5.0,0.1,80,0.0
29.11.2017-03:00,7.2,0,1001.5,-4.8,0.2,77,0.0
29.11.2017-04:00,8.2,0,1001.2,-4.8,0.5,80,0.0
29.11.2017-05:00,6.6,0,1001.3,-5.5,0.5,79,0.0
29.11.2017-06:00,6.6,0,1001.3,-5.2,0.4,79,0.0
29.11.2017-07:00,6.8,0,1001.6,-5.1,0.2,77,0.0
29.11.2017-08:00,6.4,0,1001.6,-5.6,-0.1,75,0.0
29.11.2017-09:00,4.8,0,1002.0,-3.6,-0.2,73,0.0
29.11.2017-10:00,5.9,11,1002.3,29.2,0.2,72,0.0
29.11.2017-11:00,5.0,1,1002.5,82.9,0.2,70,0.0
29.11.2017-12:00,3.4,1,1002.3,88.4,0.5,68,0.0
29.11.2017-13:00,3.2,4,1002.3,75.5,0.3,69,0.0
29.11.2017-14:00,3.2,0,1002.1,54.0,-0.3,71,0.0
29.11.2017-15:00,3.0,24,1002.0,36.8,-0.6,70,0.0
29.11.2017-16:00,3.1,0,1002.0,0.5,-0.9,72,0.0
29.11.2017-17:00,3.5,0,1002.0,-5.0,-0.7,72,0.0
29.11.2017-18:00,3.5,0,1001.9,-5.0,-0.7,71,0.0
29.11.2017-19:00,2.0,0,1002.1,-5.1,-0.9,74,0.0
29.11.2017-20:00,2.6,0,1002.0,-4.9,-0.8,74,0.0
29.11.2017-21:00,3.2,0,1002.0,-5.1,-0.8,74,0.0
29.11.2017-22:00,4.0,0,1002.2,-5.1,-1.2,81,0.0
29.11.2017-23:00,4.4,0,1002.3,-5.0,-1.4,82,0.0
30.11.2017-00:00,4.5,0,1002.1,-4.9,-1.1,78,0.0
30.11.2017-01:00,4.0,0,1002.2,-5.0,-1.2,79,0.0
30.11.2017-02:00,3.4,0,1002.1,-4.9,-1.1,78,0.0
30.11.2017-03:00,3.0,0,1002.2,-4.8,-1.1,77,0.0
30.11.2017-04:00,3.5,0,1002.4,-4.8,-1.2,77,0.0
30.11.2017-05:00,3.2,0,1002.6,-4.9,-1.3,80,0.0
30.11.2017-06:00,3.3,0,1002.8,-5.0,-1.1,77,0.0
30.11.2017-07:00,1.9,0,1003.2,-4.9,-1.0,75,0.0
30.11.2017-08:00,4.2,0,1004.0,-5.2,-0.8,74,0.0
30.11.2017-09:00,4.5,0,1004.7,-4.4,-0.6,71,0.0
30.11.2017-10:00,5.3,0,1005.3,5.2,-0.7,72,0.0
30.11.2017-11:00,4.5,0,1006.2,15.0,-0.8,73,0.0
30.11.2017-12:00,7.0,0,1006.7,31.3,-0.7,74,0.0
30.11.2017-13:00,5.0,0,1007.5,44.1,-0.7,76,0.0
30.11.2017-14:00,5.6,0,1007.9,22.5,-0.6,74,0.0
30.11.2017-15:00,5.9,0,1008.5,3.1,-0.4,73,0.0
30.11.2017-16:00,6.6,0,1009.7,-3.5,-0.4,74,0.0
30.11.2017-17:00,5.9,0,1010.8,-5.4,-0.6,78,0.0
30.11.2017-18:00,4.3,0,1011.9,-5.4,-0.1,73,0.0
30.11.2017-19:00,4.2,0,1012.9,-5.4,0.1,71,0.0
30.11.2017-20:00,4.6,0,1013.6,-5.3,0.2,69,0.0
30.11.2017-21:00,3.2,0,1014.3,-5.6,0.2,69,0.0
30.11.2017-22:00,2.0,0,1015.2,-6.0,0.1,68,0.0
30.11.2017-23:00,1.8,0,1016.0,-5.3,-0.1,71,0.0
01.12.2017-00:00,2.6,0,1016.3,-5.1,-0.2,70,0.0
01.12.2017-01:00,3.0,0,1016.7,-5.1,-0.4,70,0.0
01.12.2017-02:00,2.7,0,1017.0,-5.0,-0.6,69,0.0
01.12.2017-03:00,0.9,0,1017.2,-5.5,-0.7,68,0.0
01.12.2017-04:00,1.6,0,1017.5,-6.0,-0.8,67,0.0
01.12.2017-05:00,1.7,0,1018.0,-6.1,-1.2,66,0.0
01.12.2017-06:00,2.2,0,1018.2,-6.2,-1.4,66,0.0
01.12.2017-07:00,2.3,0,1018.4,-6.3,-2.2,68,0.0
01.12.2017-08:00,2.8,0,1018.3,-6.6,-2.6,70,0.0
01.12.2017-09:00,0.5,0,1018.4,-4.9,-3.5,75,0.0
01.12.2017-10:00,0.6,33,1018.9,20.8,-3.3,74,0.0
01.12.2017-11:00,1.5,60,1018.7,76.1,-1.0,64,0.0
01.12.2017-12:00,0.7,60,1018.2,110.6,-0.7,62,383.0
01.12.2017-13:00,2.0,60,1017.9,114.8,0.7,58,426.3333
01.12.2017-14:00,2.3,60,1018.1,85.1,-0.4,61,62.6667
01.12.2017-15:00,3.3,60,1018.0,35.4,-0.9,61,0.0
01.12.2017-16:00,1.3,3,1017.8,-2.6,-2.5,67,0.0
01.12.2017-17:00,1.9,0,1017.8,-7.1,-3.0,68,0.0
01.12.2017-18:00,3.4,0,1017.6,-7.0,-3.8,71,0.0
01.12.2017-19:00,1.7,0,1017.7,-7.1,-4.9,73,0.0
01.12.2017-20:00,1.3,0,1017.7,-7.1,-5.5,74,0.0
01.12.2017-21:00,1.9,0,1017.7,-7.8,-6.4,79,0.0
01.12.2017-22:00,1.8,0,1017.6,-6.8,-7.0,81,0.0
01.12.2017-23:00,1.7,0,1017.4,-6.5,-7.2,81,0.0
02.12.2017-00:00,2.2,0,1017.2,-6.3,-7.0,80,0.0
02.12.2017-01:00,1.9,0,1016.9,-5.8,-6.7,81,0.0
02.12.2017-02:00,1.8,0,1016.5,-6.6,-7.3,84,0.0
02.12.2017-03:00,2.1,0,1016.4,-6.4,-7.6,86,0.0
02.12.2017-04:00,2.0,0,1015.7,-5.3,-6.6,82,0.0
02.12.2017-05:00,1.7,0,1015.5,-5.5,-5.8,83,0.0
02.12.2017-06:00,1.1,0,1015.0,-5.8,-5.5,83,0.0
02.12.2017-07:00,0.3,0,1014.4,-5.6,-5.1,84,0.0
02.12.2017-08:00,1.0,0,1014.2,-5.7,-5.3,86,0.0
02.12.2017-09:00,0.7,0,1014.2,-4.4,-5.5,87,0.0
02.12.2017-10:00,1.0,0,1014.0,8.3,-4.9,84,0.0
02.12.2017-11:00,0.1,0,1013.7,29.5,-3.9,82,0.0
02.12.2017-12:00,0.5,0,1013.4,32.6,-3.3,82,0.0
02.12.2017-13:00,0.9,0,1012.4,30.8,-3.0,83,0.0
02.12.2017-14:00,1.1,0,1012.1,19.3,-2.5,87,0.0
02.12.2017-15:00,1.0,0,1011.3,7.8,-2.7,87,0.0
02.12.2017-16:00,1.0,0,1010.7,-3.8,-2.7,89,0.0
02.12.2017-17:00,0.4,0,1010.0,-5.6,-2.6,89,0.0
02.12.2017-18:00,0.6,0,1009.8,-5.5,-2.8,90,0.0
02.12.2017-19:00,1.0,0,1009.4,-5.8,-2.8,91,0.0
02.12.2017-20:00,1.3,0,1008.9,-5.8,-2.7,91,0.0
02.12.2017-21:00,2.8,0,1008.4,-6.0,-2.7,89,0.0
02.12.2017-22:00,2.1,0,1007.6,-6.1,-3.1,89,0.0
02.12.2017-23:00,2.0,0,1007.2,-6.2,-3.6,90,0.0
03.12.2017-00:00,3.3,0,1006.7,-6.5,-3.4,90,0.0
03.12.2017-01:00,1.4,0,1006.8,-5.3,-2.7,91,0.0
03.12.2017-02:00,2.1,0,1006.4,-5.8,-2.8,93,0.0
03.12.2017-03:00,0.7,0,1006.3,-5.8,-2.8,95,0.0
03.12.2017-04:00,0.8,0,1005.9,-5.5,-2.9,97,0.0
03.12.2017-05:00,0.7,0,1005.4,-5.6,-3.6,97,0.0
03.12.2017-06:00,0.6,0,1005.4,-5.3,-4.0,97,0.0
03.12.2017-07:00,1.4,0,1005.2,-5.8,-3.7,97,0.0
03.12.2017-08:00,0.8,0,1005.4,-6.0,-4.2,96,0.0
03.12.2017-09:00,1.0,0,1005.9,-5.1,-4.4,95,0.0
03.12.2017-10:00,1.3,0,1006.4,8.5,-4.4,94,0.0
03.12.2017-11:00,1.1,49,1006.4,62.7,-2.3,95,0.0
03.12.2017-12:00,1.1,60,1006.6,101.2,-1.2,94,443.3333
03.12.2017-13:00,1.2,60,1006.8,105.5,0.6,89,581.0
03.12.2017-14:00,1.6,60,1007.0,81.5,1.5,76,172.3333
03.12.2017-15:00,0.9,60,1007.3,32.6,0.5,77,46.6667
03.12.2017-16:00,0.6,10,1008.2,-2.9,-0.5,81,0.0
03.12.2017-17:00,0.4,0,1008.7,-7.1,-1.6,78,0.0
03.12.2017-18:00,1.2,0,1009.3,-7.8,-2.5,82,0.0
03.12.2017-19:00,1.9,0,1009.9,-7.0,-1.8,77,0.0
03.12.2017-20:00,1.3,0,1010.4,-6.9,-2.7,80,0.0
03.12.2017-21:00,2.3,0,1010.9,-7.2,-2.9,80,0.0
03.12.2017-22:00,1.9,0,1011.3,-7.1,-2.5,79,0.0
03.12.2017-23:00,1.6,0,1011.8,-7.1,-3.8,84,0.0
04.12.2017-00:00,0.3,0,1012.3,-6.2,-3.0,82,0.0
04.12.2017-01:00,1.4,0,1012.7,-6.5,-3.1,82,0.0
04.12.2017-02:00,1.2,0,1012.7,-6.5,-3.1,82,0.0
04.12.2017-03:00,2.4,0,1013.1,-7.4,-2.8,80,0.0
04.12.2017-04:00,1.2,0,1013.2,-6.9,-3.8,84,0.0
04.12.2017-05:00,0.8,0,1013.7,-6.8,-4.0,85,0.0
04.12.2017-06:00,0.8,0,1013.9,-6.6,-4.1,87,0.0
04.12.2017-07:00,1.6,0,1014.3,-6.7,-4.0,87,0.0
04.12.2017-08:00,2.3,0,1015.0,-6.9,-3.8,82,0.0
04.12.2017-09:00,0.8,0,1015.8,-5.5,-4.2,86,0.0
04.12.2017-10:00,1.2,29,1016.5,16.2,-4.2,87,0.0
04.12.2017-11:00,0.6,60,1016.7,65.8,-2.1,80,0.0
04.12.2017-12:00,0.7,60,1016.8,99.8,-0.8,73,524.3334
04.12.2017-13:00,0.4,58,1017.0,87.6,-0.2,72,647.0001
04.12.2017-14:00,1.6,8,1017.2,41.4,-1.0,76,268.3334
04.12.2017-15:00,1.2,0,1017.2,4.2,-1.3,78,51.3333
04.12.2017-16:00,0.4,0,1017.1,-5.8,-1.9,80,0.0
04.12.2017-17:00,1.8,0,1017.4,-6.5,-2.1,79,0.0
04.12.2017-18:00,1.7,0,1017.5,-7.0,-2.5,80,0.0
04.12.2017-19:00,1.5,0,1017.5,-7.3,-3.0,81,0.0
04.12.2017-20:00,0.8,0,1017.4,-6.8,-3.2,81,0.0
04.12.2017-21:00,1.5,0,1017.1,-6.9,-2.8,80,0.0
04.12.2017-22:00,1.7,0,1016.6,-6.7,-2.8,80,0.0
04.12.2017-23:00,1.6,0,1016.2,-6.4,-2.5,81,0.0
05.12.2017-00:00,1.5,0,1015.5,-6.1,-2.1,80,0.0
05.12.2017-01:00,2.1,0,1014.8,-6.0,-1.8,78,0.0
05.12.2017-02:00,0.2,0,1013.8,-6.7,-2.4,83,0.0
05.12.2017-03:00,0.5,0,1013.1,-7.4,-3.1,84,0.0
05.12.2017-04:00,0.6,0,1012.4,-6.8,-4.1,88,0.0
05.12.2017-05:00,0.5,0,1011.4,-7.0,-4.3,88,0.0
05.12.2017-06:00,0.2,0,1010.9,-7.1,-4.8,90,0.0
05.12.2017-07:00,0.3,0,1010.0,-6.8,-4.9,91,0.0
05.12.2017-08:00,2.4,0,1009.8,-6.6,-4.7,89,0.0
05.12.2017-09:00,2.4,0,1009.2,-6.0,-4.6,90,0.0
05.12.2017-10:00,2.1,0,1008.5,7.9,-4.0,89,0.0
05.12.2017-11:00,0.8,0,1007.5,27.4,-3.2,89,0.0
05.12.2017-12:00,0.9,0,1006.6,42.0,-1.7,87,261.6667
05.12.2017-13:00,2.2,42,1006.5,62.8,-0.2,83,569.3333
05.12.2017-14:00,1.2,51,1006.4,67.4,0.7,82,428.6667
05.12.2017-15:00,5.6,24,1007.3,23.0,0.7,83,170.6666
05.12.2017-16:00,4.6,0,1008.3,-3.6,2.1,80,0.0
05.12.2017-17:00,2.0,0,1009.3,-6.0,1.8,78,0.0
05.12.2017-18:00,1.6,0,1010.1,-6.8,1.3,82,0.0
05.12.2017-19:00,2.6,0,1010.6,-5.8,2.1,74,0.0
05.12.2017-20:00,3.0,0,1011.0,-6.2,2.7,66,0.0
05.12.2017-21:00,2.2,0,1011.1,-6.6,2.5,67,0.0
05.12.2017-22:00,1.2,0,1011.0,-6.9,1.8,75,0.0
05.12.2017-23:00,2.6,0,1010.9,-5.7,2.9,62,0.0
06.12.2017-00:00,1.3,0,1011.1,-7.1,2.3,67,0.0
06.12.2017-01:00,1.0,0,1010.9,-6.8,1.2,77,0.0
06.12.2017-02:00,0.6,0,1011.0,-6.6,1.1,78,0.0
06.12.2017-03:00,0.1,0,1010.9,-7.2,0.4,90,0.0
